STATE,AREA,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_RATE,FIPS
OH,OH: Adams County (39001),24.6,47.0,Incidence,138420.0,All Races,Male and Female,Urinary Bladder,2016-2020,34.0,39001
OH,OH: Allen County (39003),401.4,1366.0,Incidence,254292.0,All Races,Female,All Cancer Sites Combined,2016-2020,537.2,39003
OH,OH: Allen County (39003),138.2,513.0,Mortality,254292.0,All Races,Female,All Cancer Sites Combined,2016-2020,201.7,39003
OH,OH: Allen County (39003),5.9,19.0,Incidence,254292.0,All Races,Female,Brain and Other Nervous System,2016-2020,7.5,39003
OH,OH: Allen County (39003),37.6,124.0,Incidence,254292.0,All Races,Female,Colon and Rectum,2016-2020,48.8,39003
OH,OH: Allen County (39003),13.0,44.0,Mortality,254292.0,All Races,Female,Colon and Rectum,2016-2020,17.3,39003
OH,OH: Allen County (39003),27.0,92.0,Incidence,254292.0,All Races,Female,"Corpus and Uterus, NOS",2016-2020,36.2,39003
OH,OH: Allen County (39003),4.0,16.0,Mortality,254292.0,All Races,Female,"Corpus and Uterus, NOS",2016-2020,6.3,39003
OH,OH: Allen County (39003),117.4,395.0,Incidence,254292.0,All Races,Female,Female Breast,2016-2020,155.3,39003
OH,OH: Allen County (39003),19.8,70.0,Mortality,254292.0,All Races,Female,Female Breast,2016-2020,27.5,39003
OH,OH: Allen County (39003),30.7,100.0,Incidence,254292.0,All Races,Female,"Female Breast, <i>in situ</i>",2016-2020,39.3,39003
OH,OH: Allen County (39003),11.2,40.0,Incidence,254292.0,All Races,Female,Kidney and Renal Pelvis,2016-2020,15.7,39003
OH,OH: Allen County (39003),6.2,22.0,Incidence,254292.0,All Races,Female,Leukemias,2016-2020,8.7,39003
OH,OH: Allen County (39003),5.0,19.0,Mortality,254292.0,All Races,Female,Leukemias,2016-2020,7.5,39003
OH,OH: Allen County (39003),54.2,201.0,Incidence,254292.0,All Races,Female,Lung and Bronchus,2016-2020,79.0,39003
OH,OH: Allen County (39003),34.3,131.0,Mortality,254292.0,All Races,Female,Lung and Bronchus,2016-2020,51.5,39003
OH,OH: Allen County (39003),20.8,64.0,Incidence,254292.0,All Races,Female,Melanomas of the Skin,2016-2020,25.2,39003
OH,OH: Allen County (39003),4.9,17.0,Incidence,254292.0,All Races,Female,Myeloma,2016-2020,6.7,39003
OH,OH: Allen County (39003),15.1,53.0,Incidence,254292.0,All Races,Female,Non-Hodgkin Lymphoma,2016-2020,20.8,39003
OH,OH: Allen County (39003),5.9,21.0,Mortality,254292.0,All Races,Female,Non-Hodgkin Lymphoma,2016-2020,8.3,39003
OH,OH: Allen County (39003),10.2,31.0,Incidence,254292.0,All Races,Female,Ovary,2016-2020,12.2,39003
OH,OH: Allen County (39003),5.8,21.0,Mortality,254292.0,All Races,Female,Ovary,2016-2020,8.3,39003
OH,OH: Allen County (39003),10.8,40.0,Incidence,254292.0,All Races,Female,Pancreas,2016-2020,15.7,39003
OH,OH: Allen County (39003),10.9,41.0,Mortality,254292.0,All Races,Female,Pancreas,2016-2020,16.1,39003
OH,OH: Allen County (39003),19.1,57.0,Incidence,254292.0,All Races,Female,Thyroid,2016-2020,22.4,39003
OH,OH: Allen County (39003),8.8,34.0,Incidence,254292.0,All Races,Female,Urinary Bladder,2016-2020,13.4,39003
OH,OH: Allen County (39003),542.0,1697.0,Incidence,259749.0,All Races,Male,All Cancer Sites Combined,2016-2020,653.3,39003
OH,OH: Allen County (39003),220.2,664.0,Mortality,259749.0,All Races,Male,All Cancer Sites Combined,2016-2020,255.6,39003
OH,OH: Allen County (39003),7.9,23.0,Incidence,259749.0,All Races,Male,Brain and Other Nervous System,2016-2020,8.9,39003
OH,OH: Allen County (39003),45.1,138.0,Incidence,259749.0,All Races,Male,Colon and Rectum,2016-2020,53.1,39003
OH,OH: Allen County (39003),15.8,47.0,Mortality,259749.0,All Races,Male,Colon and Rectum,2016-2020,18.1,39003
OH,OH: Allen County (39003),30.0,93.0,Incidence,259749.0,All Races,Male,Kidney and Renal Pelvis,2016-2020,35.8,39003
OH,OH: Allen County (39003),18.1,50.0,Incidence,259749.0,All Races,Male,Leukemias,2016-2020,19.2,39003
OH,OH: Allen County (39003),9.2,28.0,Mortality,259749.0,All Races,Male,Leukemias,2016-2020,10.8,39003
OH,OH: Allen County (39003),81.8,259.0,Incidence,259749.0,All Races,Male,Lung and Bronchus,2016-2020,99.7,39003
OH,OH: Allen County (39003),61.7,189.0,Mortality,259749.0,All Races,Male,Lung and Bronchus,2016-2020,72.8,39003
OH,OH: Allen County (39003),19.4,63.0,Incidence,259749.0,All Races,Male,Melanomas of the Skin,2016-2020,24.3,39003
OH,OH: Allen County (39003),10.7,31.0,Incidence,259749.0,All Races,Male,Myeloma,2016-2020,11.9,39003
OH,OH: Allen County (39003),17.3,49.0,Incidence,259749.0,All Races,Male,Non-Hodgkin Lymphoma,2016-2020,18.9,39003
OH,OH: Allen County (39003),6.9,19.0,Mortality,259749.0,All Races,Male,Non-Hodgkin Lymphoma,2016-2020,7.3,39003
OH,OH: Allen County (39003),18.4,57.0,Incidence,259749.0,All Races,Male,Pancreas,2016-2020,21.9,39003
OH,OH: Allen County (39003),16.0,49.0,Mortality,259749.0,All Races,Male,Pancreas,2016-2020,18.9,39003
OH,OH: Allen County (39003),132.4,445.0,Incidence,259749.0,All Races,Male,Prostate,2016-2020,171.3,39003
OH,OH: Allen County (39003),20.4,59.0,Mortality,259749.0,All Races,Male,Prostate,2016-2020,22.7,39003
OH,OH: Allen County (39003),6.7,19.0,Incidence,259749.0,All Races,Male,Thyroid,2016-2020,7.3,39003
OH,OH: Allen County (39003),43.5,136.0,Incidence,259749.0,All Races,Male,Urinary Bladder,2016-2020,52.4,39003
OH,OH: Allen County (39003),461.5,3063.0,Incidence,514041.0,All Races,Male and Female,All Cancer Sites Combined,2016-2020,595.9,39003
OH,OH: Allen County (39003),173.2,1177.0,Mortality,514041.0,All Races,Male and Female,All Cancer Sites Combined,2016-2020,229.0,39003
OH,OH: Allen County (39003),6.6,42.0,Incidence,514041.0,All Races,Male and Female,Brain and Other Nervous System,2016-2020,8.2,39003
OH,OH: Allen County (39003),3.7,26.0,Mortality,514041.0,All Races,Male and Female,Brain and Other Nervous System,2016-2020,5.1,39003
OH,OH: Allen County (39003),41.0,262.0,Incidence,514041.0,All Races,Male and Female,Colon and Rectum,2016-2020,51.0,39003
OH,OH: Allen County (39003),14.0,91.0,Mortality,514041.0,All Races,Male and Female,Colon and Rectum,2016-2020,17.7,39003
OH,OH: Allen County (39003),27.0,92.0,Incidence,254292.0,All Races,Male and Female,"Corpus and Uterus, NOS",2016-2020,36.2,39003
OH,OH: Allen County (39003),4.0,16.0,Mortality,254292.0,All Races,Male and Female,"Corpus and Uterus, NOS",2016-2020,6.3,39003
OH,OH: Allen County (39003),6.4,43.0,Incidence,514041.0,All Races,Male and Female,Esophagus,2016-2020,8.4,39003
OH,OH: Allen County (39003),5.7,38.0,Mortality,514041.0,All Races,Male and Female,Esophagus,2016-2020,7.4,39003
OH,OH: Allen County (39003),20.5,133.0,Incidence,514041.0,All Races,Male and Female,Kidney and Renal Pelvis,2016-2020,25.9,39003
OH,OH: Allen County (39003),5.7,37.0,Mortality,514041.0,All Races,Male and Female,Kidney and Renal Pelvis,2016-2020,7.2,39003
OH,OH: Allen County (39003),4.3,27.0,Incidence,514041.0,All Races,Male and Female,Larynx,2016-2020,5.3,39003
OH,OH: Allen County (39003),11.8,72.0,Incidence,514041.0,All Races,Male and Female,Leukemias,2016-2020,14.0,39003
OH,OH: Allen County (39003),6.8,47.0,Mortality,514041.0,All Races,Male and Female,Leukemias,2016-2020,9.1,39003
OH,OH: Allen County (39003),5.7,41.0,Incidence,514041.0,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2016-2020,8.0,39003
OH,OH: Allen County (39003),5.7,40.0,Mortality,514041.0,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2016-2020,7.8,39003
OH,OH: Allen County (39003),66.5,460.0,Incidence,514041.0,All Races,Male and Female,Lung and Bronchus,2016-2020,89.5,39003
OH,OH: Allen County (39003),46.5,320.0,Mortality,514041.0,All Races,Male and Female,Lung and Bronchus,2016-2020,62.3,39003
OH,OH: Allen County (39003),117.4,395.0,Incidence,254292.0,All Races,Male and Female,Male and Female Breast,2016-2020,155.3,39003
OH,OH: Allen County (39003),19.8,70.0,Mortality,254292.0,All Races,Male and Female,Male and Female Breast,2016-2020,27.5,39003
OH,OH: Allen County (39003),30.7,100.0,Incidence,254292.0,All Races,Male and Female,"Male and Female Breast, <i>in situ</i>",2016-2020,39.3,39003
OH,OH: Allen County (39003),20.0,127.0,Incidence,514041.0,All Races,Male and Female,Melanomas of the Skin,2016-2020,24.7,39003
OH,OH: Allen County (39003),7.6,48.0,Incidence,514041.0,All Races,Male and Female,Myeloma,2016-2020,9.3,39003
OH,OH: Allen County (39003),4.5,30.0,Mortality,514041.0,All Races,Male and Female,Myeloma,2016-2020,5.8,39003
OH,OH: Allen County (39003),15.9,102.0,Incidence,514041.0,All Races,Male and Female,Non-Hodgkin Lymphoma,2016-2020,19.8,39003
OH,OH: Allen County (39003),6.1,40.0,Mortality,514041.0,All Races,Male and Female,Non-Hodgkin Lymphoma,2016-2020,7.8,39003
OH,OH: Allen County (39003),11.4,72.0,Incidence,514041.0,All Races,Male and Female,Oral Cavity and Pharynx,2016-2020,14.0,39003
OH,OH: Allen County (39003),3.1,19.0,Mortality,514041.0,All Races,Male and Female,Oral Cavity and Pharynx,2016-2020,3.7,39003
OH,OH: Allen County (39003),10.2,31.0,Incidence,254292.0,All Races,Male and Female,Ovary,2016-2020,12.2,39003
OH,OH: Allen County (39003),5.8,21.0,Mortality,254292.0,All Races,Male and Female,Ovary,2016-2020,8.3,39003
OH,OH: Allen County (39003),14.3,97.0,Incidence,514041.0,All Races,Male and Female,Pancreas,2016-2020,18.9,39003
OH,OH: Allen County (39003),13.1,90.0,Mortality,514041.0,All Races,Male and Female,Pancreas,2016-2020,17.5,39003
OH,OH: Allen County (39003),132.4,445.0,Incidence,259749.0,All Races,Male and Female,Prostate,2016-2020,171.3,39003
OH,OH: Allen County (39003),20.4,59.0,Mortality,259749.0,All Races,Male and Female,Prostate,2016-2020,22.7,39003
OH,OH: Allen County (39003),5.5,35.0,Incidence,514041.0,All Races,Male and Female,Stomach,2016-2020,6.8,39003
OH,OH: Allen County (39003),12.8,76.0,Incidence,514041.0,All Races,Male and Female,Thyroid,2016-2020,14.8,39003
OH,OH: Allen County (39003),24.2,170.0,Incidence,514041.0,All Races,Male and Female,Urinary Bladder,2016-2020,33.1,39003
OH,OH: Allen County (39003),5.1,36.0,Mortality,514041.0,All Races,Male and Female,Urinary Bladder,2016-2020,7.0,39003
OH,OH: Ashland County (39005),458.8,833.0,Incidence,136359.0,All Races,Female,All Cancer Sites Combined,2016-2020,610.9,39005
OH,OH: Ashland County (39005),138.9,282.0,Mortality,136359.0,All Races,Female,All Cancer Sites Combined,2016-2020,206.8,39005
OH,OH: Ashland County (39005),11.4,16.0,Incidence,136359.0,All Races,Female,Cervix,2016-2020,11.7,39005
OH,OH: Ashland County (39005),47.1,95.0,Incidence,136359.0,All Races,Female,Colon and Rectum,2016-2020,69.7,39005
OH,OH: Ashland County (39005),18.2,37.0,Mortality,136359.0,All Races,Female,Colon and Rectum,2016-2020,27.1,39005
OH,OH: Ashland County (39005),28.0,52.0,Incidence,136359.0,All Races,Female,"Corpus and Uterus, NOS",2016-2020,38.1,39005
OH,OH: Ashland County (39005),119.7,219.0,Incidence,136359.0,All Races,Female,Female Breast,2016-2020,160.6,39005
OH,OH: Ashland County (39005),19.3,39.0,Mortality,136359.0,All Races,Female,Female Breast,2016-2020,28.6,39005
OH,OH: Ashland County (39005),22.1,38.0,Incidence,136359.0,All Races,Female,"Female Breast, <i>in situ</i>",2016-2020,27.9,39005
OH,OH: Ashland County (39005),10.7,16.0,Incidence,136359.0,All Races,Female,Kidney and Renal Pelvis,2016-2020,11.7,39005
OH,OH: Ashland County (39005),12.7,21.0,Incidence,136359.0,All Races,Female,Leukemias,2016-2020,15.4,39005
OH,OH: Ashland County (39005),55.6,112.0,Incidence,136359.0,All Races,Female,Lung and Bronchus,2016-2020,82.1,39005
OH,OH: Ashland County (39005),30.7,62.0,Mortality,136359.0,All Races,Female,Lung and Bronchus,2016-2020,45.5,39005
OH,OH: Ashland County (39005),26.3,41.0,Incidence,136359.0,All Races,Female,Melanomas of the Skin,2016-2020,30.1,39005
OH,OH: Ashland County (39005),18.2,34.0,Incidence,136359.0,All Races,Female,Non-Hodgkin Lymphoma,2016-2020,24.9,39005
OH,OH: Ashland County (39005),10.9,19.0,Incidence,136359.0,All Races,Female,Ovary,2016-2020,13.9,39005
OH,OH: Ashland County (39005),12.6,25.0,Incidence,136359.0,All Races,Female,Pancreas,2016-2020,18.3,39005
OH,OH: Ashland County (39005),9.2,18.0,Mortality,136359.0,All Races,Female,Pancreas,2016-2020,13.2,39005
OH,OH: Ashland County (39005),8.5,18.0,Incidence,136359.0,All Races,Female,Urinary Bladder,2016-2020,13.2,39005
OH,OH: Ashland County (39005),503.1,868.0,Incidence,131308.0,All Races,Male,All Cancer Sites Combined,2016-2020,661.0,39005
OH,OH: Ashland County (39005),195.3,335.0,Mortality,131308.0,All Races,Male,All Cancer Sites Combined,2016-2020,255.1,39005
OH,OH: Ashland County (39005),49.4,84.0,Incidence,131308.0,All Races,Male,Colon and Rectum,2016-2020,64.0,39005
OH,OH: Ashland County (39005),29.7,47.0,Mortality,131308.0,All Races,Male,Colon and Rectum,2016-2020,35.8,39005
OH,OH: Ashland County (39005),27.0,41.0,Incidence,131308.0,All Races,Male,Kidney and Renal Pelvis,2016-2020,31.2,39005
OH,OH: Ashland County (39005),20.1,32.0,Incidence,131308.0,All Races,Male,Leukemias,2016-2020,24.4,39005
OH,OH: Ashland County (39005),70.3,130.0,Incidence,131308.0,All Races,Male,Lung and Bronchus,2016-2020,99.0,39005
OH,OH: Ashland County (39005),42.7,80.0,Mortality,131308.0,All Races,Male,Lung and Bronchus,2016-2020,60.9,39005
OH,OH: Ashland County (39005),29.7,46.0,Incidence,131308.0,All Races,Male,Melanomas of the Skin,2016-2020,35.0,39005
OH,OH: Ashland County (39005),18.7,34.0,Incidence,131308.0,All Races,Male,Non-Hodgkin Lymphoma,2016-2020,25.9,39005
OH,OH: Ashland County (39005),12.0,24.0,Incidence,131308.0,All Races,Male,Pancreas,2016-2020,18.3,39005
OH,OH: Ashland County (39005),11.0,21.0,Mortality,131308.0,All Races,Male,Pancreas,2016-2020,16.0,39005
OH,OH: Ashland County (39005),118.9,219.0,Incidence,131308.0,All Races,Male,Prostate,2016-2020,166.8,39005
OH,OH: Ashland County (39005),16.1,28.0,Mortality,131308.0,All Races,Male,Prostate,2016-2020,21.3,39005
OH,OH: Ashland County (39005),38.9,65.0,Incidence,131308.0,All Races,Male,Urinary Bladder,2016-2020,49.5,39005
OH,OH: Ashland County (39005),475.7,1701.0,Incidence,267667.0,All Races,Male and Female,All Cancer Sites Combined,2016-2020,635.5,39005
OH,OH: Ashland County (39005),163.6,617.0,Mortality,267667.0,All Races,Male and Female,All Cancer Sites Combined,2016-2020,230.5,39005
OH,OH: Ashland County (39005),7.8,27.0,Incidence,267667.0,All Races,Male and Female,Brain and Other Nervous System,2016-2020,10.1,39005
OH,OH: Ashland County (39005),6.5,23.0,Mortality,267667.0,All Races,Male and Female,Brain and Other Nervous System,2016-2020,8.6,39005
OH,OH: Ashland County (39005),11.4,16.0,Incidence,136359.0,All Races,Male and Female,Cervix,2016-2020,11.7,39005
OH,OH: Ashland County (39005),48.4,179.0,Incidence,267667.0,All Races,Male and Female,Colon and Rectum,2016-2020,66.9,39005
OH,OH: Ashland County (39005),23.3,84.0,Mortality,267667.0,All Races,Male and Female,Colon and Rectum,2016-2020,31.4,39005
OH,OH: Ashland County (39005),28.0,52.0,Incidence,136359.0,All Races,Male and Female,"Corpus and Uterus, NOS",2016-2020,38.1,39005
OH,OH: Ashland County (39005),7.3,27.0,Incidence,267667.0,All Races,Male and Female,Esophagus,2016-2020,10.1,39005
OH,OH: Ashland County (39005),18.2,57.0,Incidence,267667.0,All Races,Male and Female,Kidney and Renal Pelvis,2016-2020,21.3,39005
OH,OH: Ashland County (39005),15.8,53.0,Incidence,267667.0,All Races,Male and Female,Leukemias,2016-2020,19.8,39005
OH,OH: Ashland County (39005),6.7,25.0,Mortality,267667.0,All Races,Male and Female,Leukemias,2016-2020,9.3,39005
OH,OH: Ashland County (39005),7.7,28.0,Incidence,267667.0,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2016-2020,10.5,39005
OH,OH: Ashland County (39005),62.7,242.0,Incidence,267667.0,All Races,Male and Female,Lung and Bronchus,2016-2020,90.4,39005
OH,OH: Ashland County (39005),36.5,142.0,Mortality,267667.0,All Races,Male and Female,Lung and Bronchus,2016-2020,53.1,39005
OH,OH: Ashland County (39005),119.7,219.0,Incidence,136359.0,All Races,Male and Female,Male and Female Breast,2016-2020,160.6,39005
OH,OH: Ashland County (39005),19.3,39.0,Mortality,136359.0,All Races,Male and Female,Male and Female Breast,2016-2020,28.6,39005
OH,OH: Ashland County (39005),22.1,38.0,Incidence,136359.0,All Races,Male and Female,"Male and Female Breast, <i>in situ</i>",2016-2020,27.9,39005
OH,OH: Ashland County (39005),27.4,87.0,Incidence,267667.0,All Races,Male and Female,Melanomas of the Skin,2016-2020,32.5,39005
OH,OH: Ashland County (39005),5.4,19.0,Incidence,267667.0,All Races,Male and Female,Myeloma,2016-2020,7.1,39005
OH,OH: Ashland County (39005),18.6,68.0,Incidence,267667.0,All Races,Male and Female,Non-Hodgkin Lymphoma,2016-2020,25.4,39005
OH,OH: Ashland County (39005),7.2,28.0,Mortality,267667.0,All Races,Male and Female,Non-Hodgkin Lymphoma,2016-2020,10.5,39005
OH,OH: Ashland County (39005),10.6,38.0,Incidence,267667.0,All Races,Male and Female,Oral Cavity and Pharynx,2016-2020,14.2,39005
OH,OH: Ashland County (39005),4.6,17.0,Mortality,267667.0,All Races,Male and Female,Oral Cavity and Pharynx,2016-2020,6.4,39005
OH,OH: Ashland County (39005),10.9,19.0,Incidence,136359.0,All Races,Male and Female,Ovary,2016-2020,13.9,39005
OH,OH: Ashland County (39005),12.5,49.0,Incidence,267667.0,All Races,Male and Female,Pancreas,2016-2020,18.3,39005
OH,OH: Ashland County (39005),10.2,39.0,Mortality,267667.0,All Races,Male and Female,Pancreas,2016-2020,14.6,39005
OH,OH: Ashland County (39005),118.9,219.0,Incidence,131308.0,All Races,Male and Female,Prostate,2016-2020,166.8,39005
OH,OH: Ashland County (39005),16.1,28.0,Mortality,131308.0,All Races,Male and Female,Prostate,2016-2020,21.3,39005
OH,OH: Ashland County (39005),4.6,16.0,Incidence,267667.0,All Races,Male and Female,Stomach,2016-2020,6.0,39005
OH,OH: Ashland County (39005),14.5,40.0,Incidence,267667.0,All Races,Male and Female,Thyroid,2016-2020,14.9,39005
OH,OH: Ashland County (39005),21.9,83.0,Incidence,267667.0,All Races,Male and Female,Urinary Bladder,2016-2020,31.0,39005
OH,OH: Ashland County (39005),7.0,26.0,Mortality,267667.0,All Races,Male and Female,Urinary Bladder,2016-2020,9.7,39005
OH,OH: Ashtabula County (39007),428.8,1466.0,Incidence,241682.0,All Races,Female,All Cancer Sites Combined,2016-2020,606.6,39007
OH,OH: Ashtabula County (39007),156.2,584.0,Mortality,241682.0,All Races,Female,All Cancer Sites Combined,2016-2020,241.6,39007
OH,OH: Ashtabula County (39007),15.3,37.0,Incidence,241682.0,All Races,Female,Cervix,2016-2020,15.3,39007
OH,OH: Ashtabula County (39007),27.5,96.0,Incidence,241682.0,All Races,Female,Colon and Rectum,2016-2020,39.7,39007
OH,OH: Ashtabula County (39007),10.3,40.0,Mortality,241682.0,All Races,Female,Colon and Rectum,2016-2020,16.6,39007
OH,OH: Ashtabula County (39007),33.2,119.0,Incidence,241682.0,All Races,Female,"Corpus and Uterus, NOS",2016-2020,49.2,39007
OH,OH: Ashtabula County (39007),7.8,29.0,Mortality,241682.0,All Races,Female,"Corpus and Uterus, NOS",2016-2020,12.0,39007
OH,OH: Ashtabula County (39007),112.1,372.0,Incidence,241682.0,All Races,Female,Female Breast,2016-2020,153.9,39007
OH,OH: Ashtabula County (39007),24.4,93.0,Mortality,241682.0,All Races,Female,Female Breast,2016-2020,38.5,39007
OH,OH: Ashtabula County (39007),13.2,44.0,Incidence,241682.0,All Races,Female,"Female Breast, <i>in situ</i>",2016-2020,18.2,39007
OH,OH: Ashtabula County (39007),8.7,32.0,Incidence,241682.0,All Races,Female,Kidney and Renal Pelvis,2016-2020,13.2,39007
OH,OH: Ashtabula County (39007),9.4,33.0,Incidence,241682.0,All Races,Female,Leukemias,2016-2020,13.7,39007
OH,OH: Ashtabula County (39007),5.3,17.0,Mortality,241682.0,All Races,Female,Leukemias,2016-2020,7.0,39007
OH,OH: Ashtabula County (39007),68.2,260.0,Incidence,241682.0,All Races,Female,Lung and Bronchus,2016-2020,107.6,39007
OH,OH: Ashtabula County (39007),41.5,158.0,Mortality,241682.0,All Races,Female,Lung and Bronchus,2016-2020,65.4,39007
OH,OH: Ashtabula County (39007),20.0,63.0,Incidence,241682.0,All Races,Female,Melanomas of the Skin,2016-2020,26.1,39007
OH,OH: Ashtabula County (39007),6.5,24.0,Incidence,241682.0,All Races,Female,Myeloma,2016-2020,9.9,39007
OH,OH: Ashtabula County (39007),12.7,45.0,Incidence,241682.0,All Races,Female,Non-Hodgkin Lymphoma,2016-2020,18.6,39007
